uf,data,preco_medio,desvio_padrao
TOCANTINS,2005-10-02,2.613,0.05
ESPIRITO SANTO,2005-10-02,2.527,0.06
MINAS GERAIS,2005-10-02,2.376,0.11
RIO DE JANEIRO,2005-10-02,2.454,0.132
SAO PAULO,2005-10-02,2.349,0.091
PARANA,2005-10-02,2.419,0.092
RIO GRANDE DO SUL,2005-10-02,2.692,0.122
SANTA CATARINA,2005-10-02,2.537,0.071
DISTRITO FEDERAL,2005-10-09,2.474,0.033
GOIAS,2005-10-09,2.374,0.134
MATO GROSSO,2005-10-09,2.884,0.087
MATO GROSSO DO SUL,2005-10-09,2.712,0.049
ALAGOAS,2005-10-09,2.724,0.052000000000000005
BAHIA,2005-10-09,2.509,0.115
CEARA,2005-10-09,2.614,0.059
MARANHAO,2005-10-09,2.529,0.05
PARAIBA,2005-10-09,2.366,0.094
PERNAMBUCO,2005-10-09,2.435,0.158
PIAUI,2005-10-09,2.588,0.064
RIO GRANDE DO NORTE,2005-10-09,2.532,0.051
SERGIPE,2005-10-09,2.457,0.049
ACRE,2005-10-09,2.754,0.18600000000000005
AMAPA,2005-10-09,2.478,0.031
AMAZONAS,2005-10-09,2.724,0.06
PARA,2005-10-09,2.544,0.106
RONDONIA,2005-10-09,2.674,0.13699999999999998
RORAIMA,2005-10-09,2.745,0.023
TOCANTINS,2005-10-09,2.624,0.042
ESPIRITO SANTO,2005-10-09,2.544,0.035
MINAS GERAIS,2005-10-09,2.387,0.13
RIO DE JANEIRO,2005-10-09,2.483,0.123
SAO PAULO,2005-10-09,2.364,0.09
PARANA,2005-10-09,2.398,0.094
RIO GRANDE DO SUL,2005-10-09,2.7880000000000003,0.06
SANTA CATARINA,2005-10-09,2.556,0.064
DISTRITO FEDERAL,2005-10-16,2.445,0.03
GOIAS,2005-10-16,2.483,0.075
MATO GROSSO,2005-10-16,2.89,0.066
MATO GROSSO DO SUL,2005-10-16,2.708,0.049
ALAGOAS,2005-10-16,2.7230000000000003,0.055
BAHIA,2005-10-16,2.497,0.117
CEARA,2005-10-16,2.603,0.063
MARANHAO,2005-10-16,2.537,0.066
PARAIBA,2005-10-16,2.362,0.114
PERNAMBUCO,2005-10-16,2.345,0.166
PIAUI,2005-10-16,2.55,0.108
RIO GRANDE DO NORTE,2005-10-16,2.52,0.058
SERGIPE,2005-10-16,2.455,0.044
ACRE,2005-10-16,2.754,0.183
AMAPA,2005-10-16,2.472,0.035
AMAZONAS,2005-10-16,2.714,0.066
PARA,2005-10-16,2.5380000000000003,0.1
RONDONIA,2005-10-16,2.661,0.125
RORAIMA,2005-10-16,2.721,0.025
TOCANTINS,2005-10-16,2.6210000000000004,0.041
ESPIRITO SANTO,2005-10-16,2.54,0.063
MINAS GERAIS,2005-10-16,2.388,0.127
RIO DE JANEIRO,2005-10-16,2.4730000000000003,0.131
SAO PAULO,2005-10-16,2.358,0.094
PARANA,2005-10-16,2.388,0.101
RIO GRANDE DO SUL,2005-10-16,2.777,0.073
SANTA CATARINA,2005-10-16,2.551,0.068
DISTRITO FEDERAL,2005-10-23,2.468,0.03
GOIAS,2005-10-23,2.478,0.071
MATO GROSSO,2005-10-23,2.878,0.049
MATO GROSSO DO SUL,2005-10-23,2.704,0.054000000000000006
ALAGOAS,2005-10-23,2.725,0.053
BAHIA,2005-10-23,2.491,0.122
CEARA,2005-10-23,2.599,0.065
MARANHAO,2005-10-23,2.536,0.068
PARAIBA,2005-10-23,2.457,0.119
PERNAMBUCO,2005-10-23,2.404,0.182
PIAUI,2005-10-23,2.547,0.09
RIO GRANDE DO NORTE,2005-10-23,2.5,0.073
SERGIPE,2005-10-23,2.455,0.05
ACRE,2005-10-23,2.806,0.13
AMAPA,2005-10-23,2.472,0.035
AMAZONAS,2005-10-23,2.762,0.091
PARA,2005-10-23,2.5540000000000003,0.092
RONDONIA,2005-10-23,2.681,0.123
RORAIMA,2005-10-23,2.847,0.047
TOCANTINS,2005-10-23,2.6260000000000003,0.053
ESPIRITO SANTO,2005-10-23,2.543,0.048
MINAS GERAIS,2005-10-23,2.382,0.126
RIO DE JANEIRO,2005-10-23,2.478,0.123
SAO PAULO,2005-10-23,2.362,0.094
PARANA,2005-10-23,2.402,0.105
RIO GRANDE DO SUL,2005-10-23,2.784,0.063
SANTA CATARINA,2005-10-23,2.547,0.065
DISTRITO FEDERAL,2005-10-30,2.43,0.07400000000000001
GOIAS,2005-10-30,2.49,0.067
MATO GROSSO,2005-10-30,2.882,0.049
MATO GROSSO DO SUL,2005-10-30,2.697,0.059
ALAGOAS,2005-10-30,2.725,0.052000000000000005
BAHIA,2005-10-30,2.498,0.127
CEARA,2005-10-30,2.588,0.068
MARANHAO,2005-10-30,2.541,0.076
PARAIBA,2005-10-30,2.511,0.086
PERNAMBUCO,2005-10-30,2.515,0.11
PIAUI,2005-10-30,2.497,0.114
RIO GRANDE DO NORTE,2005-10-30,2.523,0.047
SERGIPE,2005-10-30,2.455,0.048
ACRE,2005-10-30,2.8110000000000004,0.171
AMAPA,2005-10-30,2.483,0.039
AMAZONAS,2005-10-30,2.766,0.077
PARA,2005-10-30,2.593,0.128
RONDONIA,2005-10-30,2.7,0.103
RORAIMA,2005-10-30,2.87,0.028
TOCANTINS,2005-10-30,2.607,0.062
ESPIRITO SANTO,2005-10-30,2.537,0.045
MINAS GERAIS,2005-10-30,2.385,0.127
RIO DE JANEIRO,2005-10-30,2.481,0.123
SAO PAULO,2005-10-30,2.353,0.097
PARANA,2005-10-30,2.47,0.051
RIO GRANDE DO SUL,2005-10-30,2.736,0.084
SANTA CATARINA,2005-10-30,2.549,0.063
DISTRITO FEDERAL,2005-11-06,2.498,0.09
GOIAS,2005-11-06,2.489,0.059
MATO GROSSO,2005-11-06,2.875,0.059
MATO GROSSO DO SUL,2005-11-06,2.707,0.052000000000000005
ALAGOAS,2005-11-06,2.7260000000000004,0.051
BAHIA,2005-11-06,2.495,0.127
CEARA,2005-11-06,2.58,0.073
MARANHAO,2005-11-06,2.548,0.07400000000000001
PARAIBA,2005-11-06,2.496,0.087
PERNAMBUCO,2005-11-06,2.546,0.08199999999999999
PIAUI,2005-11-06,2.437,0.145
RIO GRANDE DO NORTE,2005-11-06,2.517,0.043
SERGIPE,2005-11-06,2.448,0.054000000000000006
ACRE,2005-11-06,2.761,0.146
AMAPA,2005-11-06,2.498,0.051
AMAZONAS,2005-11-06,2.763,0.081
PARA,2005-11-06,2.635,0.168
RONDONIA,2005-11-06,2.737,0.12
RORAIMA,2005-11-06,2.8680000000000003,0.05
TOCANTINS,2005-11-06,2.651,0.053
ESPIRITO SANTO,2005-11-06,2.531,0.048
MINAS GERAIS,2005-11-06,2.385,0.125
RIO DE JANEIRO,2005-11-06,2.482,0.123
SAO PAULO,2005-11-06,2.36,0.094
PARANA,2005-11-06,2.464,0.052000000000000005
RIO GRANDE DO SUL,2005-11-06,2.733,0.095
SANTA CATARINA,2005-11-06,2.5540000000000003,0.064
DISTRITO FEDERAL,2005-11-13,2.532,0.036000000000000004
GOIAS,2005-11-13,2.514,0.061
MATO GROSSO,2005-11-13,2.889,0.069
MATO GROSSO DO SUL,2005-11-13,2.7030000000000003,0.053
ALAGOAS,2005-11-13,2.724,0.055
BAHIA,2005-11-13,2.4930000000000003,0.128
CEARA,2005-11-13,2.568,0.078
MARANHAO,2005-11-13,2.541,0.078
PARAIBA,2005-11-13,2.496,0.08
PERNAMBUCO,2005-11-13,2.56,0.068
PIAUI,2005-11-13,2.445,0.135
RIO GRANDE DO NORTE,2005-11-13,2.516,0.042
SERGIPE,2005-11-13,2.45,0.051
ACRE,2005-11-13,2.801,0.179
AMAPA,2005-11-13,2.567,0.118
AMAZONAS,2005-11-13,2.762,0.079
PARA,2005-11-13,2.634,0.172
RONDONIA,2005-11-13,2.773,0.124
RORAIMA,2005-11-13,2.86,0.042
TOCANTINS,2005-11-13,2.655,0.049
ESPIRITO SANTO,2005-11-13,2.526,0.05
MINAS GERAIS,2005-11-13,2.391,0.126
RIO DE JANEIRO,2005-11-13,2.478,0.126
SAO PAULO,2005-11-13,2.355,0.097
PARANA,2005-11-13,2.457,0.054000000000000006
RIO GRANDE DO SUL,2005-11-13,2.724,0.102
SANTA CATARINA,2005-11-13,2.553,0.065
DISTRITO FEDERAL,2005-11-20,2.423,0.085
GOIAS,2005-11-20,2.506,0.071
MATO GROSSO,2005-11-20,2.874,0.073
MATO GROSSO DO SUL,2005-11-20,2.697,0.054000000000000006
ALAGOAS,2005-11-20,2.727,0.064
BAHIA,2005-11-20,2.488,0.129
CEARA,2005-11-20,2.5660000000000003,0.092
MARANHAO,2005-11-20,2.548,0.075
PARAIBA,2005-11-20,2.517,0.056
PERNAMBUCO,2005-11-20,2.562,0.076
PIAUI,2005-11-20,2.432,0.138
RIO GRANDE DO NORTE,2005-11-20,2.514,0.046
SERGIPE,2005-11-20,2.447,0.052000000000000005
ACRE,2005-11-20,2.805,0.17800000000000002
AMAPA,2005-11-20,2.569,0.116
AMAZONAS,2005-11-20,2.753,0.083
PARA,2005-11-20,2.631,0.17600000000000002
RONDONIA,2005-11-20,2.754,0.135
RORAIMA,2005-11-20,2.824,0.097
TOCANTINS,2005-11-20,2.657,0.048
ESPIRITO SANTO,2005-11-20,2.525,0.051
MINAS GERAIS,2005-11-20,2.387,0.127
RIO DE JANEIRO,2005-11-20,2.486,0.122
SAO PAULO,2005-11-20,2.354,0.094
PARANA,2005-11-20,2.452,0.062
RIO GRANDE DO SUL,2005-11-20,2.71,0.111
SANTA CATARINA,2005-11-20,2.5540000000000003,0.063
DISTRITO FEDERAL,2005-11-27,2.5380000000000003,0.029
GOIAS,2005-11-27,2.485,0.076
MATO GROSSO,2005-11-27,2.885,0.078
MATO GROSSO DO SUL,2005-11-27,2.701,0.065
ALAGOAS,2005-11-27,2.72,0.061
BAHIA,2005-11-27,2.489,0.127
CEARA,2005-11-27,2.559,0.095
MARANHAO,2005-11-27,2.523,0.099
PARAIBA,2005-11-27,2.516,0.058
PERNAMBUCO,2005-11-27,2.548,0.09
PIAUI,2005-11-27,2.43,0.14
RIO GRANDE DO NORTE,2005-11-27,2.512,0.05
SERGIPE,2005-11-27,2.452,0.049
ACRE,2005-11-27,2.802,0.18
AMAPA,2005-11-27,2.568,0.125
AMAZONAS,2005-11-27,2.717,0.083
PARA,2005-11-27,2.6260000000000003,0.182
RONDONIA,2005-11-27,2.7430000000000003,0.132
RORAIMA,2005-11-27,2.861,0.043
TOCANTINS,2005-11-27,2.655,0.045
ESPIRITO SANTO,2005-11-27,2.51,0.059
MINAS GERAIS,2005-11-27,2.381,0.131
RIO DE JANEIRO,2005-11-27,2.477,0.124
SAO PAULO,2005-11-27,2.358,0.095
PARANA,2005-11-27,2.431,0.065
RIO GRANDE DO SUL,2005-11-27,2.698,0.122
SANTA CATARINA,2005-11-27,2.551,0.066
DISTRITO FEDERAL,2005-12-04,2.539,0.023
GOIAS,2005-12-04,2.5,0.076
MATO GROSSO,2005-12-04,2.884,0.079
MATO GROSSO DO SUL,2005-12-04,2.704,0.063
ALAGOAS,2005-12-04,2.7260000000000004,0.065
BAHIA,2005-12-04,2.484,0.13
CEARA,2005-12-04,2.548,0.091
MARANHAO,2005-12-04,2.487,0.117
PARAIBA,2005-12-04,2.514,0.056
PERNAMBUCO,2005-12-04,2.536,0.086
PIAUI,2005-12-04,2.423,0.141
RIO GRANDE DO NORTE,2005-12-04,2.508,0.05
SERGIPE,2005-12-04,2.452,0.05
ACRE,2005-12-04,2.799,0.181
AMAPA,2005-12-04,2.569,0.121
AMAZONAS,2005-12-04,2.738,0.083
PARA,2005-12-04,2.616,0.181
RONDONIA,2005-12-04,2.712,0.155
RORAIMA,2005-12-04,2.866,0.041
TOCANTINS,2005-12-04,2.6630000000000003,0.045
ESPIRITO SANTO,2005-12-04,2.491,0.057
MINAS GERAIS,2005-12-04,2.391,0.132
RIO DE JANEIRO,2005-12-04,2.495,0.12
SAO PAULO,2005-12-04,2.356,0.095
PARANA,2005-12-04,2.439,0.065
RIO GRANDE DO SUL,2005-12-04,2.698,0.124
SANTA CATARINA,2005-12-04,2.553,0.063
DISTRITO FEDERAL,2005-12-11,2.54,0.022
GOIAS,2005-12-11,2.509,0.065
MATO GROSSO,2005-12-11,2.88,0.098
MATO GROSSO DO SUL,2005-12-11,2.712,0.062
ALAGOAS,2005-12-11,2.719,0.063
BAHIA,2005-12-11,2.484,0.129
CEARA,2005-12-11,2.545,0.083
MARANHAO,2005-12-11,2.549,0.078
PARAIBA,2005-12-11,2.511,0.061
PERNAMBUCO,2005-12-11,2.544,0.08800000000000001
PIAUI,2005-12-11,2.426,0.138
RIO GRANDE DO NORTE,2005-12-11,2.506,0.049
SERGIPE,2005-12-11,2.452,0.049
ACRE,2005-12-11,2.794,0.19
AMAPA,2005-12-11,2.568,0.119
AMAZONAS,2005-12-11,2.7260000000000004,0.083
PARA,2005-12-11,2.614,0.181
RONDONIA,2005-12-11,2.721,0.158
RORAIMA,2005-12-11,2.865,0.035
TOCANTINS,2005-12-11,2.6630000000000003,0.043
ESPIRITO SANTO,2005-12-11,2.4930000000000003,0.068
MINAS GERAIS,2005-12-11,2.395,0.13
RIO DE JANEIRO,2005-12-11,2.497,0.12
SAO PAULO,2005-12-11,2.365,0.094
PARANA,2005-12-11,2.454,0.068
RIO GRANDE DO SUL,2005-12-11,2.738,0.095
SANTA CATARINA,2005-12-11,2.555,0.059
DISTRITO FEDERAL,2005-12-18,2.5580000000000003,0.032
GOIAS,2005-12-18,2.508,0.076
MATO GROSSO,2005-12-18,2.887,0.077
MATO GROSSO DO SUL,2005-12-18,2.741,0.07200000000000001
ALAGOAS,2005-12-18,2.725,0.064
BAHIA,2005-12-18,2.488,0.129
CEARA,2005-12-18,2.542,0.084
MARANHAO,2005-12-18,2.556,0.08
PARAIBA,2005-12-18,2.514,0.063
PERNAMBUCO,2005-12-18,2.516,0.098
PIAUI,2005-12-18,2.425,0.139
RIO GRANDE DO NORTE,2005-12-18,2.499,0.047
SERGIPE,2005-12-18,2.446,0.049
ACRE,2005-12-18,2.793,0.187
AMAPA,2005-12-18,2.567,0.116
AMAZONAS,2005-12-18,2.718,0.083
PARA,2005-12-18,2.614,0.185
RONDONIA,2005-12-18,2.728,0.155
RORAIMA,2005-12-18,2.865,0.036000000000000004
TOCANTINS,2005-12-18,2.66,0.044
ESPIRITO SANTO,2005-12-18,2.491,0.071
MINAS GERAIS,2005-12-18,2.398,0.127
RIO DE JANEIRO,2005-12-18,2.515,0.115
SAO PAULO,2005-12-18,2.3680000000000003,0.094
PARANA,2005-12-18,2.423,0.08900000000000001
RIO GRANDE DO SUL,2005-12-18,2.739,0.102
SANTA CATARINA,2005-12-18,2.556,0.061
DISTRITO FEDERAL,2005-12-25,2.575,0.03
GOIAS,2005-12-25,2.537,0.07
MATO GROSSO,2005-12-25,2.888,0.078
MATO GROSSO DO SUL,2005-12-25,2.7060000000000004,0.07
ALAGOAS,2005-12-25,2.718,0.063
BAHIA,2005-12-25,2.482,0.128
CEARA,2005-12-25,2.527,0.091
MARANHAO,2005-12-25,2.596,0.079
PARAIBA,2005-12-25,2.513,0.06
PERNAMBUCO,2005-12-25,2.51,0.098
PIAUI,2005-12-25,2.424,0.13699999999999998
RIO GRANDE DO NORTE,2005-12-25,2.494,0.05
SERGIPE,2005-12-25,2.45,0.051
ACRE,2005-12-25,2.794,0.185
AMAPA,2005-12-25,2.567,0.131
AMAZONAS,2005-12-25,2.687,0.091
PARA,2005-12-25,2.617,0.18600000000000005
RONDONIA,2005-12-25,2.729,0.157
RORAIMA,2005-12-25,2.869,0.04
TOCANTINS,2005-12-25,2.661,0.044
ESPIRITO SANTO,2005-12-25,2.485,0.076
MINAS GERAIS,2005-12-25,2.401,0.123
RIO DE JANEIRO,2005-12-25,2.508,0.116
SAO PAULO,2005-12-25,2.372,0.096
PARANA,2005-12-25,2.403,0.103
RIO GRANDE DO SUL,2005-12-25,2.734,0.108
SANTA CATARINA,2005-12-25,2.557,0.061
DISTRITO FEDERAL,2006-01-01,2.58,0.023
GOIAS,2006-01-01,2.54,0.065
MATO GROSSO,2006-01-01,2.887,0.07400000000000001
MATO GROSSO DO SUL,2006-01-01,2.708,0.077
ALAGOAS,2006-01-01,2.722,0.056
BAHIA,2006-01-01,2.509,0.129
CEARA,2006-01-01,2.527,0.092
MARANHAO,2006-01-01,2.596,0.08199999999999999
PARAIBA,2006-01-01,2.508,0.08
PERNAMBUCO,2006-01-01,2.443,0.121
PIAUI,2006-01-01,2.424,0.14
RIO GRANDE DO NORTE,2006-01-01,2.497,0.045
SERGIPE,2006-01-01,2.497,0.052000000000000005
ACRE,2006-01-01,2.873,0.14400000000000002
AMAPA,2006-01-01,2.569,0.104
AMAZONAS,2006-01-01,2.622,0.111
PARA,2006-01-01,2.628,0.179
RONDONIA,2006-01-01,2.722,0.155
RORAIMA,2006-01-01,2.866,0.029
TOCANTINS,2006-01-01,2.669,0.053
ESPIRITO SANTO,2006-01-01,2.576,0.105
MINAS GERAIS,2006-01-01,2.417,0.127
RIO DE JANEIRO,2006-01-01,2.533,0.12
SAO PAULO,2006-01-01,2.383,0.098
PARANA,2006-01-01,2.441,0.09
RIO GRANDE DO SUL,2006-01-01,2.718,0.113
SANTA CATARINA,2006-01-01,2.559,0.063
DISTRITO FEDERAL,2006-01-08,2.624,0.029
GOIAS,2006-01-08,2.5340000000000003,0.079
MATO GROSSO,2006-01-08,2.885,0.068
MATO GROSSO DO SUL,2006-01-08,2.715,0.068
ALAGOAS,2006-01-08,2.725,0.054000000000000006
BAHIA,2006-01-08,2.58,0.106
CEARA,2006-01-08,2.526,0.103
MARANHAO,2006-01-08,2.628,0.071
PARAIBA,2006-01-08,2.568,0.08800000000000001
PERNAMBUCO,2006-01-08,2.503,0.121
PIAUI,2006-01-08,2.4130000000000003,0.14800000000000002
RIO GRANDE DO NORTE,2006-01-08,2.55,0.063
SERGIPE,2006-01-08,2.509,0.042
ACRE,2006-01-08,2.88,0.14400000000000002
AMAPA,2006-01-08,2.599,0.1
AMAZONAS,2006-01-08,2.614,0.115
PARA,2006-01-08,2.65,0.177
RONDONIA,2006-01-08,2.734,0.161
RORAIMA,2006-01-08,2.865,0.03
TOCANTINS,2006-01-08,2.69,0.067
ESPIRITO SANTO,2006-01-08,2.612,0.071
MINAS GERAIS,2006-01-08,2.468,0.118
RIO DE JANEIRO,2006-01-08,2.5380000000000003,0.123
SAO PAULO,2006-01-08,2.395,0.102
PARANA,2006-01-08,2.467,0.08199999999999999
RIO GRANDE DO SUL,2006-01-08,2.7110000000000003,0.115
SANTA CATARINA,2006-01-08,2.59,0.054000000000000006
DISTRITO FEDERAL,2006-01-15,2.612,0.087
GOIAS,2006-01-15,2.541,0.075
MATO GROSSO,2006-01-15,2.93,0.084
MATO GROSSO DO SUL,2006-01-15,2.766,0.052000000000000005
ALAGOAS,2006-01-15,2.724,0.054000000000000006
BAHIA,2006-01-15,2.574,0.112
CEARA,2006-01-15,2.526,0.107
MARANHAO,2006-01-15,2.604,0.091
PARAIBA,2006-01-15,2.572,0.08800000000000001
PERNAMBUCO,2006-01-15,2.421,0.149
PIAUI,2006-01-15,2.414,0.159
RIO GRANDE DO NORTE,2006-01-15,2.512,0.068
SERGIPE,2006-01-15,2.507,0.046
ACRE,2006-01-15,2.877,0.131
AMAPA,2006-01-15,2.596,0.104
AMAZONAS,2006-01-15,2.603,0.119
PARA,2006-01-15,2.655,0.18
RONDONIA,2006-01-15,2.7430000000000003,0.173
RORAIMA,2006-01-15,2.861,0.031
TOCANTINS,2006-01-15,2.689,0.059
ESPIRITO SANTO,2006-01-15,2.593,0.083
MINAS GERAIS,2006-01-15,2.469,0.118
RIO DE JANEIRO,2006-01-15,2.547,0.12
SAO PAULO,2006-01-15,2.396,0.103
PARANA,2006-01-15,2.46,0.08199999999999999
RIO GRANDE DO SUL,2006-01-15,2.699,0.126
SANTA CATARINA,2006-01-15,2.59,0.054000000000000006
DISTRITO FEDERAL,2006-01-22,2.624,0.064
GOIAS,2006-01-22,2.544,0.071
MATO GROSSO,2006-01-22,2.938,0.069
MATO GROSSO DO SUL,2006-01-22,2.772,0.04
ALAGOAS,2006-01-22,2.724,0.053
BAHIA,2006-01-22,2.57,0.112
CEARA,2006-01-22,2.66,0.054000000000000006
MARANHAO,2006-01-22,2.612,0.091
PARAIBA,2006-01-22,2.571,0.08900000000000001
PERNAMBUCO,2006-01-22,2.412,0.16699999999999998
PIAUI,2006-01-22,2.4130000000000003,0.156
RIO GRANDE DO NORTE,2006-01-22,2.49,0.073
SERGIPE,2006-01-22,2.506,0.046
ACRE,2006-01-22,2.8760000000000003,0.147
AMAPA,2006-01-22,2.595,0.104
AMAZONAS,2006-01-22,2.594,0.121
PARA,2006-01-22,2.655,0.188
RONDONIA,2006-01-22,2.741,0.16
RORAIMA,2006-01-22,2.865,0.027000000000000003
TOCANTINS,2006-01-22,2.6860000000000004,0.054000000000000006
ESPIRITO SANTO,2006-01-22,2.579,0.095
MINAS GERAIS,2006-01-22,2.466,0.119
RIO DE JANEIRO,2006-01-22,2.541,0.12
SAO PAULO,2006-01-22,2.398,0.102
PARANA,2006-01-22,2.436,0.093
RIO GRANDE DO SUL,2006-01-22,2.6910000000000003,0.132
SANTA CATARINA,2006-01-22,2.6,0.05
DISTRITO FEDERAL,2006-01-29,2.599,0.09
GOIAS,2006-01-29,2.494,0.123
MATO GROSSO,2006-01-29,2.929,0.07200000000000001
MATO GROSSO DO SUL,2006-01-29,2.768,0.045
ALAGOAS,2006-01-29,2.722,0.055
BAHIA,2006-01-29,2.568,0.109
CEARA,2006-01-29,2.655,0.058
MARANHAO,2006-01-29,2.547,0.14800000000000002
PARAIBA,2006-01-29,2.571,0.091
PERNAMBUCO,2006-01-29,2.617,0.086
PIAUI,2006-01-29,2.402,0.153
RIO GRANDE DO NORTE,2006-01-29,2.552,0.056
SERGIPE,2006-01-29,2.506,0.046
ACRE,2006-01-29,2.8760000000000003,0.157
AMAPA,2006-01-29,2.587,0.106
AMAZONAS,2006-01-29,2.5860000000000003,0.126
PARA,2006-01-29,2.652,0.196
RONDONIA,2006-01-29,2.727,0.16
RORAIMA,2006-01-29,2.87,0.03
TOCANTINS,2006-01-29,2.68,0.068
ESPIRITO SANTO,2006-01-29,2.5580000000000003,0.098
MINAS GERAIS,2006-01-29,2.461,0.123
RIO DE JANEIRO,2006-01-29,2.548,0.116
SAO PAULO,2006-01-29,2.395,0.101
PARANA,2006-01-29,2.42,0.104
RIO GRANDE DO SUL,2006-01-29,2.685,0.133
SANTA CATARINA,2006-01-29,2.591,0.055
DISTRITO FEDERAL,2006-02-05,2.647,0.032
GOIAS,2006-02-05,2.567,0.094
MATO GROSSO,2006-02-05,2.939,0.065
MATO GROSSO DO SUL,2006-02-05,2.773,0.044
ALAGOAS,2006-02-05,2.724,0.059
BAHIA,2006-02-05,2.5660000000000003,0.12
CEARA,2006-02-05,2.659,0.066
MARANHAO,2006-02-05,2.589,0.129
PARAIBA,2006-02-05,2.571,0.08900000000000001
PERNAMBUCO,2006-02-05,2.622,0.081
PIAUI,2006-02-05,2.647,0.085
RIO GRANDE DO NORTE,2006-02-05,2.55,0.048
SERGIPE,2006-02-05,2.508,0.046
ACRE,2006-02-05,2.875,0.142
AMAPA,2006-02-05,2.594,0.11
AMAZONAS,2006-02-05,2.5860000000000003,0.138
PARA,2006-02-05,2.654,0.19
RONDONIA,2006-02-05,2.734,0.157
RORAIMA,2006-02-05,2.8680000000000003,0.032
TOCANTINS,2006-02-05,2.688,0.069
ESPIRITO SANTO,2006-02-05,2.55,0.101
MINAS GERAIS,2006-02-05,2.469,0.12
RIO DE JANEIRO,2006-02-05,2.542,0.118
SAO PAULO,2006-02-05,2.395,0.101
PARANA,2006-02-05,2.42,0.108
RIO GRANDE DO SUL,2006-02-05,2.714,0.113
SANTA CATARINA,2006-02-05,2.58,0.064
DISTRITO FEDERAL,2006-02-12,2.653,0.023
GOIAS,2006-02-12,2.472,0.134
MATO GROSSO,2006-02-12,2.934,0.061
MATO GROSSO DO SUL,2006-02-12,2.774,0.047
ALAGOAS,2006-02-12,2.721,0.059
BAHIA,2006-02-12,2.5610000000000004,0.123
CEARA,2006-02-12,2.658,0.063
MARANHAO,2006-02-12,2.6460000000000004,0.064
PARAIBA,2006-02-12,2.5810000000000004,0.083
PERNAMBUCO,2006-02-12,2.622,0.08
PIAUI,2006-02-12,2.659,0.067
RIO GRANDE DO NORTE,2006-02-12,2.546,0.055
SERGIPE,2006-02-12,2.512,0.046
ACRE,2006-02-12,2.874,0.14800000000000002
AMAPA,2006-02-12,2.587,0.115
AMAZONAS,2006-02-12,2.575,0.13
PARA,2006-02-12,2.6630000000000003,0.182
RONDONIA,2006-02-12,2.727,0.163
RORAIMA,2006-02-12,2.865,0.029
TOCANTINS,2006-02-12,2.69,0.058
ESPIRITO SANTO,2006-02-12,2.545,0.102
MINAS GERAIS,2006-02-12,2.47,0.12
RIO DE JANEIRO,2006-02-12,2.5540000000000003,0.114
SAO PAULO,2006-02-12,2.393,0.099
PARANA,2006-02-12,2.474,0.081
RIO GRANDE DO SUL,2006-02-12,2.714,0.11
SANTA CATARINA,2006-02-12,2.5810000000000004,0.066
DISTRITO FEDERAL,2006-02-19,2.659,0.041
GOIAS,2006-02-19,2.5540000000000003,0.099
MATO GROSSO,2006-02-19,2.9330000000000003,0.062
MATO GROSSO DO SUL,2006-02-19,2.773,0.045
ALAGOAS,2006-02-19,2.727,0.058
BAHIA,2006-02-19,2.565,0.124
CEARA,2006-02-19,2.659,0.063
MARANHAO,2006-02-19,2.651,0.068
PARAIBA,2006-02-19,2.584,0.078
PERNAMBUCO,2006-02-19,2.631,0.07200000000000001
PIAUI,2006-02-19,2.659,0.061
RIO GRANDE DO NORTE,2006-02-19,2.524,0.073
SERGIPE,2006-02-19,2.511,0.05
ACRE,2006-02-19,2.872,0.149
AMAPA,2006-02-19,2.583,0.127
AMAZONAS,2006-02-19,2.568,0.132
PARA,2006-02-19,2.6630000000000003,0.182
RONDONIA,2006-02-19,2.724,0.156
RORAIMA,2006-02-19,2.867,0.03
TOCANTINS,2006-02-19,2.693,0.064
ESPIRITO SANTO,2006-02-19,2.536,0.11
MINAS GERAIS,2006-02-19,2.468,0.119
RIO DE JANEIRO,2006-02-19,2.547,0.117
SAO PAULO,2006-02-19,2.393,0.098
PARANA,2006-02-19,2.472,0.081
RIO GRANDE DO SUL,2006-02-19,2.7030000000000003,0.117
SANTA CATARINA,2006-02-19,2.572,0.07
DISTRITO FEDERAL,2006-02-26,2.627,0.068
GOIAS,2006-02-26,2.516,0.123
MATO GROSSO,2006-02-26,2.935,0.059
MATO GROSSO DO SUL,2006-02-26,2.77,0.05
ALAGOAS,2006-02-26,2.7230000000000003,0.056
BAHIA,2006-02-26,2.588,0.125
CEARA,2006-02-26,2.661,0.068
MARANHAO,2006-02-26,2.655,0.073
PARAIBA,2006-02-26,2.589,0.062
PERNAMBUCO,2006-02-26,2.631,0.079
PIAUI,2006-02-26,2.668,0.07
RIO GRANDE DO NORTE,2006-02-26,2.53,0.077
SERGIPE,2006-02-26,2.532,0.059
ACRE,2006-02-26,2.873,0.14800000000000002
AMAPA,2006-02-26,2.583,0.132
AMAZONAS,2006-02-26,2.567,0.13
PARA,2006-02-26,2.675,0.171
RONDONIA,2006-02-26,2.732,0.165
RORAIMA,2006-02-26,2.864,0.029
TOCANTINS,2006-02-26,2.698,0.061
ESPIRITO SANTO,2006-02-26,2.6010000000000004,0.092
MINAS GERAIS,2006-02-26,2.488,0.114
RIO DE JANEIRO,2006-02-26,2.573,0.118
SAO PAULO,2006-02-26,2.446,0.108
PARANA,2006-02-26,2.536,0.08900000000000001
